Qualification,Faculty,Full-Time Permanent Employment Rate,Gross Monthly Salary ($) Mean,Gross Monthly Salary ($) Median,Gross Monthly Salary ($) 25th Percentile,Gross Monthly Salary ($) 75th Percentile,Institution,Year of Survey,Data Suppression,Sources,"(Charts) GROUP BY Qualification, Institution & Year of Survey"
Bachelor of Science in Chemical Engineering,Technische Universität München,0.489,"$3,387","$3,175","$2,815","$3,650",SIT,2020,No,SIT GES 2020,Bachelor of Science in Chemical Engineering | SIT 2020
Bachelor of Science in Electrical Engineering & Information Technology,Technische Universität München,0.395,"$3,773","$3,600","$3,350","$4,000",SIT,2020,No,SIT GES 2020,Bachelor of Science in Electrical Engineering & Information Technology | SIT 2020
Bachelor of Business Administration in Food Business Management,The Culinary Institute of America,0.667,"$2,675","$2,550","$2,300","$2,820",SIT,2020,No,SIT GES 2020,Bachelor of Business Administration in Food Business Management | SIT 2020
Bachelor of Arts with Honours in Communication Design,The Glasgow School of Art,0.381,"$2,876","$2,800","$2,500","$3,000",SIT,2020,No,SIT GES 2020,Bachelor of Arts with Honours in Communication Design | SIT 2020
Bachelor of Arts with Honours in Interior Design,The Glasgow School of Art,0.452,"$2,992","$2,600","$2,500","$3,500",SIT,2020,No,SIT GES 2020,Bachelor of Arts with Honours in Interior Design | SIT 2020
Bachelor of Engineering with Honours in Aeronautical Engineering,University of Glasgow,0.353,"$4,159","$3,921","$3,400","$5,010",SIT,2020,No,SIT GES 2020,Bachelor of Engineering with Honours in Aeronautical Engineering | SIT 2020
Bachelor of Engineering with Honours in Aerospace Systems,University of Glasgow,0.379,"$3,940","$3,750","$3,400","$4,600",SIT,2020,No,SIT GES 2020,Bachelor of Engineering with Honours in Aerospace Systems | SIT 2020
Bachelor of Engineering with Honours in Mechanical Design Engineering,University of Glasgow,0.533,"$3,592","$3,500","$3,200","$3,650",SIT,2020,No,SIT GES 2020,Bachelor of Engineering with Honours in Mechanical Design Engineering | SIT 2020
Bachelor of Engineering with Honours in Mechatronics,University of Glasgow,0.589,"$3,690","$3,600","$3,200","$4,000",SIT,2020,No,SIT GES 2020,Bachelor of Engineering with Honours in Mechatronics | SIT 2020
Bachelor of Science with Honours in Computing Science,University of Glasgow,0.899,"$4,530","$5,000","$4,000","$5,000",SIT,2020,No,SIT GES 2020,Bachelor of Science with Honours in Computing Science | SIT 2020
Bachelor of Arts with Honours in Criminology & Security,University of Liverpool,0.684,"$3,919","$3,700","$3,400","$4,300",SIT,2020,No,SIT GES 2020,Bachelor of Arts with Honours in Criminology & Security | SIT 2020
Bachelor of Arts,Faculty of Arts & Social Sciences,0.700,"$3,600","$3,200","$2,850","$4,100",NUS,2021,No,NUS GES 2021,Bachelor of Arts | NUS 2021
Bachelor of Arts (Hons),Faculty of Arts & Social Sciences,0.683,"$3,731","$3,650","$3,400","$3,983",NUS,2021,No,NUS GES 2021,Bachelor of Arts (Hons) | NUS 2021
Bachelor of Social Sciences,Faculty of Arts & Social Sciences,0.782,"$3,850","$3,600","$3,400","$4,100",NUS,2021,No,NUS GES 2021,Bachelor of Social Sciences | NUS 2021
Bachelor of Dental Surgery,Faculty of Dentistry,1.000,"$4,286","$4,200","$4,200","$4,600",NUS,2021,No,NUS GES 2021,Bachelor of Dental Surgery | NUS 2021
Bachelor of Engineering (Biomedical Engineering),Faculty of Engineering,0.833,"$3,732","$3,600","$3,300","$4,000",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Biomedical Engineering) | NUS 2021
Bachelor of Engineering (Chemical Engineering),Faculty of Engineering,0.848,"$4,023","$3,800","$3,600","$4,300",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Chemical Engineering) | NUS 2021
Bachelor of Engineering (Civil Engineering),Faculty of Engineering,0.973,"$3,897","$3,700","$3,500","$4,100",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Civil Engineering) | NUS 2021
Bachelor of Engineering (Electrical Engineering),Faculty of Engineering,0.930,"$4,377","$4,150","$3,900","$4,550",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Electrical Engineering) | NUS 2021
Bachelor of Engineering (Engineering Science),Faculty of Engineering,0.684,"$4,399","$4,500","$4,000","$4,900",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Engineering Science) | NUS 2021
Bachelor of Engineering (Environmental Engineering),Faculty of Engineering,0.886,"$3,607","$3,500","$3,300","$3,900",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Environmental Engineering) | NUS 2021
Bachelor of Engineering (Industrial & Systems Engineering),Faculty of Engineering,0.918,"$4,417","$4,500","$4,000","$4,900",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Industrial & Systems Engineering) | NUS 2021
Bachelor of Engineering (Materials Science & Engineering),Faculty of Engineering,0.875,"$4,020","$3,896","$3,600","$4,200",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Materials Science & Engineering) | NUS 2021
Bachelor of Engineering (Mechanical Engineering),Faculty of Engineering,0.895,"$4,115","$3,875","$3,500","$4,550",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Mechanical Engineering) | NUS 2021
Bachelor of Laws,Faculty of Law,0.935,"$5,627","$5,600","$4,500","$6,000",NUS,2021,No,NUS GES 2021,Bachelor of Laws | NUS 2021
Bachelor of Science,Faculty of Science,0.569,"$3,627","$3,527","$3,100","$4,000",NUS,2021,No,NUS GES 2021,Bachelor of Science | NUS 2021
Bachelor of Science (Hons),Faculty of Science,0.765,"$3,767","$3,600","$3,400","$4,000",NUS,2021,No,NUS GES 2021,Bachelor of Science (Hons) | NUS 2021
Bachelor of Science (Computational Biology),Faculty of Science,1.000,"$4,677","$4,500","$4,000","$5,000",NUS,2021,No,NUS GES 2021,Bachelor of Science (Computational Biology) | NUS 2021
Bachelor of Science (Pharmacy),Faculty of Science,0.919,"$3,923","$3,915","$3,636","$4,200",NUS,2021,No,NUS GES 2021,Bachelor of Science (Pharmacy) | NUS 2021
Bachelor of Science (Data Science & Analytics),Faculty of Science,0.953,"$4,981","$4,800","$4,200","$5,400",NUS,2021,No,NUS GES 2021,Bachelor of Science (Data Science & Analytics) | NUS 2021
Bachelor of Business Administration,NUS Business School,0.816,"$5,567","$3,700","$3,125","$7,625",NUS,2021,No,NUS GES 2021,Bachelor of Business Administration | NUS 2021
Bachelor of Business Administration (Hons),NUS Business School,0.935,"$4,950","$4,347","$3,700","$5,200",NUS,2021,No,NUS GES 2021,Bachelor of Business Administration (Hons) | NUS 2021
Bachelor of Business Administration (Accountancy),NUS Business School,1.000,"$3,515","$3,400","$3,013","$3,750",NUS,2021,No,NUS GES 2021,Bachelor of Business Administration (Accountancy) | NUS 2021
Bachelor of Business Administration (Accountancy) (Hons),NUS Business School,0.963,"$4,194","$3,500","$3,200","$4,600",NUS,2021,No,NUS GES 2021,Bachelor of Business Administration (Accountancy) (Hons) | NUS 2021
Bachelor of Computing (Computer Science),School of Computing,0.964,"$6,002","$6,000","$5,000","$6,900",NUS,2021,No,NUS GES 2021,Bachelor of Computing (Computer Science) | NUS 2021
Bachelor of Computing (Information Security),School of Computing,1.000,"$5,095","$5,400","$4,305","$5,500",NUS,2021,No,NUS GES 2021,Bachelor of Computing (Information Security) | NUS 2021
Bachelor of Computing (Information Systems),School of Computing,0.962,"$5,217","$5,000","$4,500","$5,400",NUS,2021,No,NUS GES 2021,Bachelor of Computing (Information Systems) | NUS 2021
Bachelor of Science (Business Analytics),School of Computing,1.000,"$5,603","$5,400","$4,800","$6,125",NUS,2021,No,NUS GES 2021,Bachelor of Science (Business Analytics) | NUS 2021
Bachelor of Arts (Architecture),School of Design & Environment,0.966,"$4,139","$4,000","$3,600","$4,440",NUS,2021,No,NUS GES 2021,Bachelor of Arts (Architecture) | NUS 2021
Bachelor of Arts (Industrial Design),School of Design & Environment,0.750,"$4,178","$3,825","$3,200","$4,250",NUS,2021,No,NUS GES 2021,Bachelor of Arts (Industrial Design) | NUS 2021
Bachelor of Science (Project & Facilities Management),School of Design & Environment,0.921,"$3,560","$3,500","$3,200","$3,700",NUS,2021,No,NUS GES 2021,Bachelor of Science (Project & Facilities Management) | NUS 2021
Bachelor of Science (Real Estate),School of Design & Environment,0.824,"$3,863","$3,700","$3,400","$4,000",NUS,2021,No,NUS GES 2021,Bachelor of Science (Real Estate) | NUS 2021
Bachelor of Medicine & Bachelor of Surgery (MBBS),Yong Loo Lin School of Medicine,-1.000,-$1,-$1,-$1,-$1,NUS,2021,Suppressed,NUS GES 2021,Bachelor of Medicine & Bachelor of Surgery (MBBS) | NUS 2021
Bachelor of Science (Nursing),Yong Loo Lin School of Medicine,0.933,"$3,530","$3,550","$3,350","$3,750",NUS,2021,No,NUS GES 2021,Bachelor of Science (Nursing) | NUS 2021
Bachelor of Science (Nursing) (Hons),Yong Loo Lin School of Medicine,0.968,"$3,750","$3,750","$3,550","$3,950",NUS,2021,No,NUS GES 2021,Bachelor of Science (Nursing) (Hons) | NUS 2021
Bachelor of Music,Yong Siew Toh Conservatory of Music,0.353,"$3,203","$3,100","$2,915","$3,600",NUS,2021,No,NUS GES 2021,Bachelor of Music | NUS 2021
Bachelor of Arts with Honours,Yale-NUS College,0.708,"$4,453","$4,000","$3,500","$5,000",NUS,2021,No,NUS GES 2021,Bachelor of Arts with Honours | NUS 2021
Bachelor of Science with Honours,Yale-NUS College,0.838,"$4,952","$4,500","$3,800","$5,650",NUS,2021,No,NUS GES 2021,Bachelor of Science with Honours | NUS 2021
Bachelor of Engineering (Computer Engineering),Multidisciplinary Programme,0.912,"$5,473","$5,400","$4,500","$6,200",NUS,2021,No,NUS GES 2021,Bachelor of Engineering (Computer Engineering) | NUS 2021
Bachelor of Environmental Studies,Multidisciplinary Programme,0.816,"$3,658","$3,650","$3,100","$3,996",NUS,2021,No,NUS GES 2021,Bachelor of Environmental Studies | NUS 2021
Accountancy,Nanyang Business School,0.930,"$3,539","$3,400","$3,100","$3,500",NTU,2021,No,NTU GES 2021,Accountancy | NTU 2021
Accountancy & Business,Nanyang Business School,0.962,"$5,173","$4,500","$3,700","$5,858",NTU,2021,No,NTU GES 2021,Accountancy & Business | NTU 2021
Business,Nanyang Business School,0.852,"$4,362","$4,000","$3,500","$4,800",NTU,2021,No,NTU GES 2021,Business | NTU 2021
Double Degree in Business & Computer Engineering/Computing,Nanyang Business School,0.875,"$6,578","$6,300","$5,250","$8,225",NTU,2021,No,NTU GES 2021,Double Degree in Business & Computer Engineering/Computing | NTU 2021
Aerospace Engineering,College of Engineering,0.873,"$4,321","$4,471","$3,792","$5,000",NTU,2021,No,NTU GES 2021,Aerospace Engineering | NTU 2021
Bioengineering,College of Engineering,0.758,"$3,654","$3,500","$3,300","$3,850",NTU,2021,No,NTU GES 2021,Bioengineering | NTU 2021
Chemical & Biomolecular Engineering,College of Engineering,0.848,"$3,959","$3,740","$3,600","$4,300",NTU,2021,No,NTU GES 2021,Chemical & Biomolecular Engineering | NTU 2021
Civil Engineering,College of Engineering,0.920,"$3,664","$3,540","$3,400","$3,800",NTU,2021,No,NTU GES 2021,Civil Engineering | NTU 2021
Computer Engineering,College of Engineering,0.896,"$4,847","$4,500","$4,000","$5,000",NTU,2021,No,NTU GES 2021,Computer Engineering | NTU 2021
Computer Science,College of Engineering,0.910,"$4,924","$4,800","$4,200","$5,450",NTU,2021,No,NTU GES 2021,Computer Science | NTU 2021
Double Degree in Engineering & Economics,College of Engineering,0.909,"$4,566","$4,583","$4,530","$4,900",NTU,2021,No,NTU GES 2021,Double Degree in Engineering & Economics | NTU 2021
Electrical & Electronic Engineering,College of Engineering,0.886,"$4,069","$4,000","$3,600","$4,400",NTU,2021,No,NTU GES 2021,Electrical & Electronic Engineering | NTU 2021
Environmental Engineering,College of Engineering,0.862,"$3,487","$3,500","$3,200","$3,600",NTU,2021,No,NTU GES 2021,Environmental Engineering | NTU 2021
Information Engineering & Media,College of Engineering,0.886,"$4,325","$4,200","$3,900","$4,800",NTU,2021,No,NTU GES 2021,Information Engineering & Media | NTU 2021
Maritime Studies,College of Engineering,0.952,"$3,763","$3,500","$3,500","$4,000",NTU,2021,No,NTU GES 2021,Maritime Studies | NTU 2021
Materials Engineering,College of Engineering,0.830,"$3,801","$3,650","$3,500","$4,000",NTU,2021,No,NTU GES 2021,Materials Engineering | NTU 2021
Mechanical Engineering,College of Engineering,0.861,"$4,006","$3,800","$3,570","$4,400",NTU,2021,No,NTU GES 2021,Mechanical Engineering | NTU 2021
"Art, Design & Media","College of Humanities, Arts, & Social Sciences",0.466,"$3,182","$3,000","$2,650","$3,675",NTU,2021,No,NTU GES 2021,"Art, Design & Media | NTU 2021"
Chinese,"College of Humanities, Arts, & Social Sciences",0.725,"$3,483","$3,300","$3,053","$3,650",NTU,2021,No,NTU GES 2021,Chinese | NTU 2021
Communication Studies,"College of Humanities, Arts, & Social Sciences",0.808,"$3,548","$3,500","$3,000","$3,943",NTU,2021,No,NTU GES 2021,Communication Studies | NTU 2021
Economics,"College of Humanities, Arts, & Social Sciences",0.883,"$3,720","$3,650","$3,300","$4,000",NTU,2021,No,NTU GES 2021,Economics | NTU 2021
English,"College of Humanities, Arts, & Social Sciences",0.642,"$3,354","$3,500","$3,000","$3,600",NTU,2021,No,NTU GES 2021,English | NTU 2021
History,"College of Humanities, Arts, & Social Sciences",0.667,"$3,800","$3,675","$3,500","$4,000",NTU,2021,No,NTU GES 2021,History | NTU 2021
Inter-Disciplinary Double Major,"College of Humanities, Arts, & Social Sciences",0.750,"$3,822","$3,650","$3,450","$4,180",NTU,2021,No,NTU GES 2021,Inter-Disciplinary Double Major | NTU 2021
Linguistics & Multilingual Studies,"College of Humanities, Arts, & Social Sciences",0.702,"$3,398","$3,300","$3,000","$3,850",NTU,2021,No,NTU GES 2021,Linguistics & Multilingual Studies | NTU 2021
Philosophy,"College of Humanities, Arts, & Social Sciences",0.577,"$3,502","$3,400","$2,915","$4,480",NTU,2021,No,NTU GES 2021,Philosophy | NTU 2021
Psychology,"College of Humanities, Arts, & Social Sciences",0.718,"$3,362","$3,350","$3,000","$3,500",NTU,2021,No,NTU GES 2021,Psychology | NTU 2021
Public Policy & Global Affairs,"College of Humanities, Arts, & Social Sciences",0.771,"$4,105","$3,804","$3,500","$4,524",NTU,2021,No,NTU GES 2021,Public Policy & Global Affairs | NTU 2021
Sociology,"College of Humanities, Arts, & Social Sciences",0.696,"$3,567","$3,500","$3,200","$3,940",NTU,2021,No,NTU GES 2021,Sociology | NTU 2021
Biological Sciences / Biomedical Sciences,College of Science,0.817,"$3,569","$3,500","$3,260","$3,800",NTU,2021,No,NTU GES 2021,Biological Sciences / Biomedical Sciences | NTU 2021
Biomedical Sciences & Chinese Medicine,College of Science,0.773,"$3,119","$3,100","$2,890","$3,300",NTU,2021,No,NTU GES 2021,Biomedical Sciences & Chinese Medicine | NTU 2021
Chemistry & Biological Chemistry,College of Science,0.744,"$3,501","$3,400","$3,100","$3,700",NTU,2021,No,NTU GES 2021,Chemistry & Biological Chemistry | NTU 2021
Environmental Earth Systems Sciences,College of Science,0.913,"$3,888","$3,950","$3,500","$4,300",NTU,2021,No,NTU GES 2021,Environmental Earth Systems Sciences | NTU 2021
Mathematical Sciences / Mathematical Sciences & Economics,College of Science,0.756,"$4,039","$3,806","$3,500","$4,500",NTU,2021,No,NTU GES 2021,Mathematical Sciences / Mathematical Sciences & Economics | NTU 2021
Physics & Applied Physics,College of Science,0.690,"$3,793","$3,600","$3,384","$4,000",NTU,2021,No,NTU GES 2021,Physics & Applied Physics | NTU 2021
Sports Science & Management,Sports Science & Management,0.554,"$3,438","$3,300","$3,100","$3,620",NTU,2021,No,NTU GES 2021,Sports Science & Management | NTU 2021
Arts (With Education),National Institute of Education (NIE),1.000,"$3,718","$3,780","$3,700","$3,900",NTU,2021,No,NTU GES 2021,Arts (With Education) | NTU 2021
Science (With Education),National Institute of Education (NIE),1.000,"$3,796","$3,904","$3,727","$4,000",NTU,2021,No,NTU GES 2021,Science (With Education) | NTU 2021
Medicine,Lee Kong Chian School of Medicine,1.000,"$5,404","$5,500","$5,200","$5,800",NTU,2021,No,NTU GES 2021,Medicine | NTU 2021
Accountancy,School of Accountancy,0.930,"$3,814","$3,400","$3,200","$4,000",SMU,2021,No,SMU GES 2021,Accountancy | SMU 2021
Accountancy (cum laude & above),School of Accountancy,0.926,"$4,213","$3,850","$3,300","$4,600",SMU,2021,No,SMU GES 2021,Accountancy (cum laude & above) | SMU 2021
Business Management,School of Business,0.860,"$4,371","$4,000","$3,500","$4,650",SMU,2021,No,SMU GES 2021,Business Management | SMU 2021
Business Management (cum laude & above),School of Business,0.903,"$4,855","$4,480","$3,800","$5,043",SMU,2021,No,SMU GES 2021,Business Management (cum laude & above) | SMU 2021
Economics,School of Economics,0.835,"$4,777","$4,435","$3,800","$5,250",SMU,2021,No,SMU GES 2021,Economics | SMU 2021
Economics (cum laude & above),School of Economics,0.912,"$5,310","$4,900","$4,191","$5,810",SMU,2021,No,SMU GES 2021,Economics (cum laude & above) | SMU 2021
Information Systems,School of Information Systems,0.946,"$4,906","$5,000","$4,200","$5,350",SMU,2021,No,SMU GES 2021,Information Systems | SMU 2021
Information Systems (cum laude & above),School of Information Systems,0.936,"$5,499","$5,350","$5,000","$5,833",SMU,2021,No,SMU GES 2021,Information Systems (cum laude & above) | SMU 2021
Social Sciences,School of Social Sciences,0.771,"$3,836","$3,600","$3,200","$4,010",SMU,2021,No,SMU GES 2021,Social Sciences | SMU 2021
Social Sciences (cum laude & above),School of Social Sciences,0.862,"$4,063","$3,763","$3,350","$4,500",SMU,2021,No,SMU GES 2021,Social Sciences (cum laude & above) | SMU 2021
Law,School of Law,0.983,"$5,433","$5,600","$4,500","$6,000",SMU,2021,No,SMU GES 2021,Law | SMU 2021
Law (cum laude & above),School of Law,0.988,"$5,754","$5,800","$5,025","$6,000",SMU,2021,No,SMU GES 2021,Law (cum laude & above) | SMU 2021
Bachelor of Early Childhood Education,S R Nathan School of Human Development,0.884,"$2,963","$3,000","$2,800","$3,100",SUSS,2021,No,SUSS GES 2021,Bachelor of Early Childhood Education | SUSS 2021
